Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Churn Value
1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,6000,5563,1
1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,1,2,79.85,938,3280,1
1,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,76.0,255,4938,1
0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,3679,2984,1
0,0,0,0,9,1,0,0,2,2,0,0,2,2,0,1,2,74.65,5533,5900,1
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,56.25,4635,3065,1
1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,1883,3584,1
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,1045,4038,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,68.65,5380,3052,1
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,2845,4327,1
0,1,1,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.2,663,3369,1
1,0,1,0,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,204,2510,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.85,5518,2874,1
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,620,2320,1
1,0,1,0,55,0,1,0,0,0,2,2,2,2,0,1,0,54.55,2572,6041,1
0,0,0,0,7,1,0,0,0,0,0,2,2,2,0,1,1,70.75,3829,2248,1
0,0,1,0,13,1,2,1,0,2,2,0,2,0,0,0,2,94.1,393,2973,1
0,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,29.7,6347,2613,1
1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,5745,4389,1
0,0,1,0,38,1,2,1,0,0,2,2,2,2,0,1,2,105.0,3445,2341,1
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,25.3,2153,5421,1
1,0,0,0,22,1,0,0,0,2,0,2,0,0,1,1,1,55.15,360,5866,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,1608,4389,1
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,5454,2100,1
1,0,0,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.4,3855,3370,1
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,80.8,6022,4424,1
1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,62.05,335,5344,1
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,76.45,5824,3763,1
0,1,0,0,12,1,2,1,0,2,0,0,2,0,0,1,2,91.3,188,4703,1
1,1,1,0,6,1,0,1,0,0,2,0,2,2,0,1,2,95.75,4731,5750,1
0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,0,2,62.65,1911,3918,1
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5,5721,2016,1
0,0,1,0,10,1,2,1,0,2,2,0,2,2,0,1,1,102.1,132,3596,1
0,0,0,0,16,1,0,0,2,0,0,0,0,0,0,1,2,50.15,5836,4254,1
0,0,1,0,7,1,2,1,0,0,0,0,2,0,0,1,2,86.5,4798,3887,1
1,1,0,0,27,1,2,1,0,2,0,0,0,0,0,1,2,81.45,1749,2571,1
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.15,5441,4179,1
0,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,5635,3246,1
0,0,0,0,48,1,0,1,0,2,2,2,2,0,2,1,3,95.5,3926,2459,1
1,1,0,0,3,1,2,1,0,0,2,0,2,0,0,0,2,91.05,2493,2194,1
0,1,1,0,2,1,2,1,0,0,2,0,0,0,0,0,2,79.2,1227,4225,1
0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,2,45.25,6211,4566,1
0,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.3,191,5342,1
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,1917,5657,1
1,1,1,0,57,1,2,1,0,0,2,0,2,2,0,0,2,100.6,4745,5247,1
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,3,75.0,1718,3190,1
0,1,0,0,64,1,0,0,2,2,0,2,2,0,2,1,1,70.2,3801,6080,1
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.75,976,4407,1
1,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,50.25,4865,3624,1
0,1,0,0,40,1,0,1,2,2,0,0,0,0,0,1,1,79.2,2812,3207,1
0,0,0,0,12,1,0,1,0,0,2,0,2,2,0,1,2,96.0,123,5239,1
0,0,0,0,54,1,2,1,0,0,0,2,2,2,0,1,2,100.1,4523,5763,1
0,0,1,1,4,1,0,0,0,2,0,2,0,0,0,0,3,56.5,1988,5758,1
0,1,0,0,1,1,0,1,0,0,2,0,0,2,0,1,2,85.0,6206,2650,1
1,0,1,0,51,0,1,0,2,2,2,0,2,2,1,0,2,59.3,2612,5633,1
1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,2,49.4,1397,4455,1
1,0,0,0,35,1,0,0,0,0,0,0,2,0,0,0,3,55.0,1639,2220,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,5442,2637,1
1,0,0,0,38,1,0,0,0,0,2,2,0,2,1,1,3,62.3,1995,3818,1
1,1,1,0,37,1,2,1,0,0,0,0,2,2,0,1,2,92.5,3007,4127,1
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1822,2421,1
1,0,0,0,61,1,2,1,2,0,2,2,2,2,2,1,1,111.6,5424,4495,1
0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,1,48.55,4240,4444,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,1610,4197,1
1,0,0,0,19,0,1,0,0,0,2,0,2,0,0,1,2,39.65,5683,2933,1
1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.9,602,5327,1
1,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,3,56.7,251,5560,1
0,0,1,0,14,1,0,1,2,2,0,2,2,2,1,0,3,105.95,636,5887,1
1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,0,2,74.95,2674,3716,1
1,0,0,0,15,0,1,0,0,0,0,2,0,0,0,1,2,29.7,3720,5518,1
1,0,1,0,1,0,1,0,0,0,2,0,2,2,0,1,2,50.35,4227,4526,1
0,0,1,0,64,0,1,0,2,0,2,2,0,2,2,0,2,47.85,2737,6347,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,5507,4512,1
1,1,0,0,55,1,2,1,2,0,0,0,2,2,0,1,2,98.8,4651,5543,1
0,0,0,0,18,1,2,1,0,0,0,2,2,2,0,1,0,99.85,1301,3068,1
1,1,1,0,32,1,0,1,0,0,0,0,0,2,0,1,1,80.3,2130,5365,1
0,1,0,0,66,1,2,1,0,2,0,0,0,0,0,1,1,80.45,4376,5011,1
1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,2,86.8,5044,3780,1
1,1,1,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.2,4348,5834,1
1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,1,3,99.0,554,3493,1
0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,2,100.75,247,2229,1
0,0,1,0,9,1,2,1,2,2,2,0,0,0,0,0,0,91.75,6255,4176,1
0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,1,3,79.55,5969,5571,1
0,0,0,0,54,1,2,1,0,2,2,2,2,2,0,0,2,111.1,4924,5527,1
0,0,1,0,25,1,2,1,0,0,2,0,0,2,0,1,2,89.1,2002,4793,1
0,0,0,0,37,1,2,1,0,2,2,0,2,2,0,1,0,101.9,3072,4437,1
0,0,1,1,14,1,2,1,0,0,0,2,2,0,0,1,2,91.65,552,4304,1
0,1,0,0,4,1,2,1,0,0,2,0,0,2,0,1,2,88.85,3204,2754,1
0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.3,5868,3542,1
1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.45,6443,5962,1
1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1,265,5347,1
0,0,1,0,45,1,0,0,0,2,0,2,0,0,1,1,1,54.15,1953,2761,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.7,5450,4620,1
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5,4730,2898,1
1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15,6511,2987,1
1,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,1,73.75,6270,2010,1
0,1,0,0,8,1,2,1,0,0,2,0,2,2,0,0,2,101.35,5919,5546,1
0,0,1,1,6,1,0,0,2,2,0,0,0,0,0,0,1,55.9,3152,4914,1
1,1,1,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.9,2896,2715,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,43.95,3661,3238,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45.1,3812,4884,1
0,0,0,0,41,1,0,1,0,0,0,0,0,0,0,0,0,70.25,2474,3407,1
1,0,0,1,9,1,0,0,0,0,0,0,2,0,0,0,2,55.35,3806,2688,1
1,1,1,0,43,1,2,1,0,2,2,0,2,2,0,1,2,103.0,3754,2505,1
0,0,1,0,33,1,0,1,2,0,2,2,2,2,1,1,2,103.75,2917,3824,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,5444,2843,1
0,0,0,0,56,1,0,1,0,2,0,0,0,0,0,1,2,73.85,3489,5276,1
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,1776,2270,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448,2072,1
1,0,1,1,5,1,2,1,0,2,0,0,0,0,0,1,2,80.15,3295,5124,1
0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,2593,5171,1
1,0,1,0,70,1,2,1,0,2,0,0,2,2,2,0,0,98.3,5416,4794,1
0,0,0,0,48,1,2,1,0,2,2,0,2,2,0,1,0,107.4,4311,4956,1
0,1,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,82.0,242,3363,1
0,0,1,0,24,1,2,1,0,0,0,0,0,0,0,1,1,75.4,1268,2325,1
0,1,1,0,27,1,0,1,2,0,2,0,2,2,0,1,2,101.25,2394,4853,1
1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,89.5,1816,4849,1
0,1,0,0,22,1,2,1,0,0,0,0,0,0,0,1,0,74.4,1192,2407,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,1616,3731,1
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.35,2295,3622,1
0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,1389,5857,1
0,1,0,0,56,1,2,1,0,2,2,2,2,2,1,1,2,111.95,5169,4060,1
1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,5373,5692,1
0,0,1,0,30,1,2,1,0,2,0,2,2,0,0,1,1,94.1,2432,5255,1
0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,95.65,5901,5335,1
0,1,1,0,50,1,2,1,0,2,0,0,2,0,0,1,2,88.05,3708,5813,1
0,0,1,0,41,1,0,0,0,2,0,2,0,2,1,1,0,66.5,2372,2517,1
1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,35.45,118,2095,1
1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,49.9,546,5585,1
1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,1,104.5,3450,2832,1
0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.05,2215,3553,1
1,0,0,0,23,1,2,1,0,0,2,0,0,0,0,1,2,81.0,1520,5701,1
0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45,5720,2394,1
0,0,0,0,4,1,0,0,2,2,0,2,0,0,0,1,3,60.4,2360,5730,1
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.65,5514,3463,1
1,0,0,0,12,1,0,0,0,0,0,2,2,0,1,1,2,59.8,5651,4581,1
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,44.2,3448,2029,1
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.75,5776,5571,1
0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95,5431,5620,1
1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,1,3,74.4,2660,5839,1
0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85,2505,3964,0
1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,1466,3441,0
1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1400,4307,0
1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1550,4459,0
0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75,2609,2013,0
1,0,0,0,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15,3022,4529,0
1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95,4823,5764,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,2836,4726,0
1,0,1,0,58,1,2,1,0,0,2,0,2,2,1,0,1,100.35,4693,6432,0
1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5,2337,5822,0
0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,0,1,113.25,5959,5141,0
0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65,46,5186,0
1,0,0,0,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7,5704,4479,0
0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1433,5982,0
1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,1651,5279,0
0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3041,6407,0
1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6,2567,4986,0
0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,959,2725,0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,5135,5974,0
0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,5354,5309,0
1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,1360,4449,0
0,0,1,0,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1449,3213,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,1610,5526,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,3815,3144,0
0,0,1,0,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,5644,5915,0
0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3073,3395,0
1,0,1,0,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,4024,2392,0
0,0,1,0,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4118,4715,0
0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,3572,3646,0
0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4105,4595,0
0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,6503,2569,0
0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3348,6434,0
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,6481,3805,0
1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,3599,4142,0
0,0,1,0,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,3625,5128,0
0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3285,2223,0
0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1275,3154,0
0,1,1,0,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,3782,5153,0
0,0,1,0,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,5104,4572,0
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,5555,4582,0
0,0,1,0,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,6314,5408,0
0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,5937,4708,0
0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,3985,4488,0
1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,4530,6292,0
1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2558,6091,0
0,0,1,0,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,6459,4948,0
0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,2086,5387,0
1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3157,3817,0
0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2143,4984,0
0,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,6399,5849,0
1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,6290,5983,0
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,4137,3178,0
0,0,1,0,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,181,5482,0
1,1,1,0,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,5563,4881,0
1,0,1,0,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,785,4444,0
0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,1295,5613,0
0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,5009,4463,0
0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2339,2867,0
0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,4071,5614,0
1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,1742,3033,0
0,0,1,0,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,397,5741,0
0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,4676,3443,0
0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,3682,4005,0
0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,6491,5422,0
1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,6364,3540,0
0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,1852,5255,0
0,0,1,0,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,108,4124,0
0,0,1,0,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,6382,5480,0
1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,19,3664,0
1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2229,5036,0
1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,5723,4182,0
1,0,1,0,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,4717,5825,0
0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,5575,5261,0
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,5751,5781,0
1,0,1,0,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4018,4117,0
1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,203,4158,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610,2710,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,1483,5612,0
1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3122,4741,0
0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,2630,6238,0
1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,1,4015,0
0,0,1,0,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,5672,4594,0
0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,6385,3585,0
1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3358,5845,0
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,658,5234,0
0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,2642,6078,0
0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3380,3826,0
0,0,1,0,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,2967,4850,0
1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,2128,4648,0
0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,240,4871,0
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,6160,5918,0
1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,1769,3796,0
0,0,1,0,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,4581,4606,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7,230,5346,0
0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,50.7,3039,3097,0
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.85,5043,3172,0
1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,2632,5087,0
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1228,5901,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489,2484,0
1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3403,5372,0
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,394,5886,0
1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,2837,6064,0
0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,348,2017,0
0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1304,2221,0
0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,510,4557,0
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6,319,4393,0
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,5173,6102,0
0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,4894,6311,0
1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,4419,5044,0
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1278,4329,0
0,0,1,0,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,5168,5878,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,4983,2543,0
1,0,0,0,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5,1528,4320,0
1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,141,3128,0
0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,4669,3123,0
0,0,1,0,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,5988,5192,0
1,0,1,0,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1,4370,5769,0
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,250,4293,0
0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,290,2563,0
0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1378,3549,0
1,0,1,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,3583,2173,0
1,0,1,0,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,51,5511,0
1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,2166,3611,0
0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56.0,5845,5156,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,639,3056,0
1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3383,5644,0
0,0,1,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,1966,4047,0
1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,19.9,659,5570,0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05,5071,6212,0
0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,2790,3990,0
1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3064,4382,0
1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95,339,2564,0
0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,5230,5358,0
0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,5917,3421,0
0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1001,2721,0
1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,459,5110,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3,3816,3575,0
1,0,1,0,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2104,5344,0
1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,48,2764,0
1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,6099,3108,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,2090,2024,0
0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2015,3359,0
1,0,1,0,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,2757,4106,0
0,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,678,5325,0
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,6076,5945,0
1,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,359,4149,0
0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1502,4382,0
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,4822,4634,0
1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,5218,6047,0
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,6038,4099,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,1621,3358,0
0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2333,3795,0
0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,218,4400,0
1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,5730,5010,0
1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,72,5566,0
1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2552,2053,0
0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2336,3118,0
1,0,1,0,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,3571,4556,0
1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,5291,6398,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,2152,5858,0
1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,237,5411,0
0,0,1,0,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0,4493,3800,0
